"","group_id","desc","varname"
"15619","343","Sarcoglycan-sarcospan complex SG-SPN","KRAG"
"15621","343","Sarcoglycan-sarcospan complex SG-SPN","ADL"
"15622","343","Sarcoglycan-sarcospan complex SG-SPN","DAG2"
"1498","344","DNA ligase IV-XRCC4 complex","LIG4"
"1499","344","DNA ligase IV-XRCC4 complex","XRCC4"
"1500","345","DNA ligase IV-XRCC4 complex","LIG4"
"1501","345","DNA ligase IV-XRCC4 complex","XRCC4"
"1502","348","DNA ligase IV-XRCC4 complex","LIG4"
"1503","348","DNA ligase IV-XRCC4 complex","XRCC4"
"7467","3492","BAX homo-oligomer complex","BAX"
"28196","3492","BAX homo-oligomer complex","BCL2L4"
"1504","350","DNA ligase IV-XRCC4-PNK complex","LIG4"
"1505","350","DNA ligase IV-XRCC4-PNK complex","XRCC4"
"1506","350","DNA ligase IV-XRCC4-PNK complex","PNKP"
"1507","351","Spliceosome","IGF2BP3"
"1508","351","Spliceosome","DDX3X"
"1509","351","Spliceosome","TCERG1"
"1510","351","Spliceosome","U2SURP"
"1511","351","Spliceosome","PPM1G"
"1512","351","Spliceosome","DHX15"
"1513","351","Spliceosome","PRPF4"
"1514","351","Spliceosome","SART1"
"1515","351","Spliceosome","PRPF3"
"1516","351","Spliceosome","PPIH"
"1517","351","Spliceosome","PLRG1"
"1518","351","Spliceosome","ZNF207"
"1519","351","Spliceosome","HTATSF1"
"1520","351","Spliceosome","NUDT21"
"1521","351","Spliceosome","DHX16"
"1522","351","Spliceosome","AQR"
"1523","351","Spliceosome","CDC40"
"1524","351","Spliceosome","PRPF40A"
"1525","351","Spliceosome","SF3B1"
"1526","351","Spliceosome","SNRNP200"
"1527","351","Spliceosome","BCAS2"
"1528","351","Spliceosome","DNAJC8"
"1529","351","Spliceosome","SMNDC1"
"1530","351","Spliceosome","PRPF6"
"1531","351","Spliceosome","LUC7L3"
"1532","351","Spliceosome","SLU7"
"1533","351","Spliceosome","CD2BP2"
"1534","351","Spliceosome","SYF2"
"1535","351","Spliceosome","SNRPB2"
"1536","351","Spliceosome","SNRNP70"
"1537","351","Spliceosome","SNRPA"
"1538","351","Spliceosome","SNRPC"
"1539","351","Spliceosome","SNRPA1"
"1540","351","Spliceosome","PABPC1"
"1541","351","Spliceosome","SNRPB"
"1542","351","Spliceosome","DDX5"
"1543","351","Spliceosome","U2AF2"
"1544","351","Spliceosome","EIF4A3"
"1545","351","Spliceosome","BUD31"
"1546","351","Spliceosome","MTREX"
"1547","351","Spliceosome","RBM25"
"1548","351","Spliceosome","NCBP2"
"1549","351","Spliceosome","MFAP1"
"1550","351","Spliceosome","SNU13"
"1551","351","Spliceosome","MAGOH"
"1552","351","Spliceosome","SNRPE"
"1553","351","Spliceosome","SNRPF"
"1554","351","Spliceosome","SNRPG"
"1555","351","Spliceosome","LSM3"
"1556","351","Spliceosome","LSM6"
"1557","351","Spliceosome","SNRPD1"
"1558","351","Spliceosome","SNRPD2"
"1559","351","Spliceosome","SNRPD3"
"1560","351","Spliceosome","TRA2B"
"1561","351","Spliceosome","TXNL4A"
"1562","351","Spliceosome","SRSF3"
"1563","351","Spliceosome","U2AF1"
"1564","351","Spliceosome","SRSF2"
"1565","351","Spliceosome","SRSF11"
"1566","351","Spliceosome","SRSF1"
"1567","351","Spliceosome","SRSF4"
"1568","351","Spliceosome","DHX9"
"1569","351","Spliceosome","NCBP1"
"1570","351","Spliceosome","SF3A3"
"1571","351","Spliceosome","IK"
"1572","351","Spliceosome","SRSF9"
"1573","351","Spliceosome","SRSF5"
"1574","351","Spliceosome","SRSF6"
"1575","351","Spliceosome","PPIL2"
"1576","351","Spliceosome","SF3B2"
"1577","351","Spliceosome","PRPF4B"
"1578","351","Spliceosome","SNW1"
"1579","351","Spliceosome","THOC5"
"1580","351","Spliceosome","DDX39B"
"1581","351","Spliceosome","CIRBP"
"1582","351","Spliceosome","RBM39"
"1583","351","Spliceosome","DHX8"
"1584","351","Spliceosome","WTAP"
"1585","351","Spliceosome","EFTUD2"
"1586","351","Spliceosome","RNPS1"
"1587","351","Spliceosome","SF3B3"
"1588","351","Spliceosome","SF3B4"
"1589","351","Spliceosome","SF3A2"
"1590","351","Spliceosome","SF3A1"
"1591","351","Spliceosome","SF1"
"1592","351","Spliceosome","SRSF7"
"1593","351","Spliceosome","CPSF6"
"1594","351","Spliceosome","SMU1"
"1595","351","Spliceosome","FNBP3"
"1596","351","Spliceosome","USP39"
"1597","351","Spliceosome","KIAA1429"
"1598","351","Spliceosome","THOC7"
"1599","351","Spliceosome","PRPF8"
"1600","351","Spliceosome","DDX46"
"1601","351","Spliceosome","ALYREF"
"1602","351","Spliceosome","THOC6"
"1603","351","Spliceosome","SRRM1"
"1604","351","Spliceosome","THOC2"
"1605","351","Spliceosome","CACTIN"
"1606","351","Spliceosome","SNRNP27"
"1607","351","Spliceosome","PRPF31"
"1608","351","Spliceosome","CTNNBL1"
"1609","351","Spliceosome","DHX38"
"1610","351","Spliceosome","DDX17"
"1611","351","Spliceosome","PPWD1"
"1612","351","Spliceosome","DGCR14"
"1613","351","Spliceosome","SNRNP40"
"1614","351","Spliceosome","THOC1"
"1615","351","Spliceosome","RBM17"
"1616","351","Spliceosome","THOC3"
"1617","351","Spliceosome","RBM15"
"1618","351","Spliceosome","SPEN"
"1619","351","Spliceosome","CDC5L"
"1620","351","Spliceosome","PRPF18"
"1621","351","Spliceosome","C19orf43"
"1622","351","Spliceosome","BUD13"
"1623","351","Spliceosome","DDX23"
"1624","351","Spliceosome","SRRT"
"1625","351","Spliceosome","CRNKL1"
"1626","351","Spliceosome","PPIL3"
"1627","351","Spliceosome","MOV10"
"1628","351","Spliceosome","CWC22"
"1629","351","Spliceosome","XAB2"
"1630","351","Spliceosome","RBM22"
"1631","351","Spliceosome","CDK12"
"1632","351","Spliceosome","CWC15"
"1633","351","Spliceosome","TFIP11"
"1634","351","Spliceosome","PUF60"
"1635","351","Spliceosome","DDX41"
"1636","351","Spliceosome","LSM7"
"1637","351","Spliceosome","ACIN1"
"1638","351","Spliceosome","ISY1"
"1639","351","Spliceosome","PRPF19"
"1640","351","Spliceosome","PPIE"
"1641","351","Spliceosome","SRRM2"
"1642","351","Spliceosome","WBP11"
"1643","351","Spliceosome","LSM2"
"1644","351","Spliceosome","SF3B6"
"1645","351","Spliceosome","PPIL1"
"1646","351","Spliceosome","LSM4"
"1647","351","Spliceosome","PAXBP1"
"1648","351","Spliceosome","RBM8A"
"1649","351","Spliceosome","CFAP20"
"15631","351","Spliceosome","IMP3"
"15632","351","Spliceosome","KOC1"
"15633","351","Spliceosome","VICKZ3"
"15634","351","Spliceosome","DBX"
"15635","351","Spliceosome","DDX3"
"15636","351","Spliceosome","CA150"
"15637","351","Spliceosome","TAF2S"
"15638","351","Spliceosome","KIAA0332"
"15639","351","Spliceosome","SR140"
"15640","351","Spliceosome","PPM1C"
"15641","351","Spliceosome","DBP1"
"15642","351","Spliceosome","DDX15"
"15643","351","Spliceosome","PRP4"
"15645","351","Spliceosome","HPRP3"
"15646","351","Spliceosome","PRP3"
"15647","351","Spliceosome","CYP20"
"15648","351","Spliceosome","CYPH"
"15650","351","Spliceosome","BUGZ"
"15652","351","Spliceosome","CFIM25"
"15653","351","Spliceosome","CPSF25"
"15654","351","Spliceosome","CPSF5"
"15655","351","Spliceosome","DBP2"
"15656","351","Spliceosome","DDX16"
"15657","351","Spliceosome","KIAA0577"
"15658","351","Spliceosome","KIAA0560"
"15659","351","Spliceosome","EHB3"
"15660","351","Spliceosome","PRP17"
"15661","351","Spliceosome","PRPF17"
"15662","351","Spliceosome","FBP11"
"15663","351","Spliceosome","FLAF1"
"15664","351","Spliceosome","FNBP3"
"15665","351","Spliceosome","HIP10"
"15666","351","Spliceosome","HYPA"
"15667","351","Spliceosome","SAP155"
"15668","351","Spliceosome","ASCC3L1"
"15669","351","Spliceosome","HELIC2"
"15670","351","Spliceosome","KIAA0788"
"15671","351","Spliceosome","DAM1"
"15672","351","Spliceosome","SPF31"
"15673","351","Spliceosome","SMNR"
"15674","351","Spliceosome","SPF30"
"15675","351","Spliceosome","C20orf14"
"15676","351","Spliceosome","CREAP1"
"15677","351","Spliceosome","CROP"
"15678","351","Spliceosome","O48"
"15680","351","Spliceosome","KIAA1178"
"15681","351","Spliceosome","CBPIN"
"15682","351","Spliceosome","GCIPIP"
"15684","351","Spliceosome","RNPU1Z"
"15685","351","Spliceosome","RPU1"
"15686","351","Spliceosome","SNRP70"
"15687","351","Spliceosome","U1AP1"
"15691","351","Spliceosome","PAB1"
"15692","351","Spliceosome","PABP1"
"15693","351","Spliceosome","PABPC2"
"15694","351","Spliceosome","COD"
"15695","351","Spliceosome","SNRPB1"
"15696","351","Spliceosome","G17P1"
"15697","351","Spliceosome","HELR"
"15698","351","Spliceosome","HLR1"
"15699","351","Spliceosome","U2AF65"
"15700","351","Spliceosome","DDX48"
"15702","351","Spliceosome","KIAA0111"
"15703","351","Spliceosome","EDG2"
"15704","351","Spliceosome","Dob1"
"15706","351","Spliceosome","KIAA0052"
"15708","351","Spliceosome","Mtr4"
"15710","351","Spliceosome","SKIV2L2"
"15712","351","Spliceosome","fSAP118"
"15713","351","Spliceosome","RNPC7"
"15714","351","Spliceosome","CBP20"
"15716","351","Spliceosome","NHP2L1"
"15717","351","Spliceosome","MAGOHA"
"15719","351","Spliceosome","PBSCF"
"15720","351","Spliceosome","PBSCG"
"15724","351","Spliceosome","SNRPD1"
"15726","351","Spliceosome","SFRS10"
"15727","351","Spliceosome","DIM1"
"15728","351","Spliceosome","TXNL4"
"15729","351","Spliceosome","SFRS3"
"15730","351","Spliceosome","SRP20"
"15731","351","Spliceosome","U2AF35"
"15732","351","Spliceosome","U2AFBP"
"15733","351","Spliceosome","SFRS2"
"15734","351","Spliceosome","SFRS11"
"15735","351","Spliceosome","ASF"
"15736","351","Spliceosome","SF2"
"15737","351","Spliceosome","SF2P33"
"15738","351","Spliceosome","SFRS1"
"15739","351","Spliceosome","SFRS4"
"15740","351","Spliceosome","SRP75"
"15741","351","Spliceosome","DDX9"
"15742","351","Spliceosome","LKP"
"15743","351","Spliceosome","NDH2"
"15744","351","Spliceosome","CBP80"
"15745","351","Spliceosome","NCBP"
"15746","351","Spliceosome","SAP61"
"15747","351","Spliceosome","RED"
"15748","351","Spliceosome","RER"
"15749","351","Spliceosome","SFRS9"
"15751","351","Spliceosome","SRP30C"
"15752","351","Spliceosome","HRS"
"15753","351","Spliceosome","SFRS5"
"15754","351","Spliceosome","SRP40"
"15755","351","Spliceosome","SFRS6"
"15757","351","Spliceosome","SRP55"
"15759","351","Spliceosome","SAP145"
"15760","351","Spliceosome","KIAA0536"
"15761","351","Spliceosome","PRP4"
"15762","351","Spliceosome","PRP4H"
"15763","351","Spliceosome","PRP4K"
"15764","351","Spliceosome","SKIIP"
"15765","351","Spliceosome","SKIP"
"15766","351","Spliceosome","C22orf19"
"15768","351","Spliceosome","KIAA0983"
"15769","351","Spliceosome","BAT1"
"15770","351","Spliceosome","UAP56"
"15771","351","Spliceosome","A18HNRNP"
"15772","351","Spliceosome","CIRP"
"15773","351","Spliceosome","HCC1"
"15774","351","Spliceosome","RNPC2"
"15775","351","Spliceosome","DDX8"
"15776","351","Spliceosome","KIAA0105"
"15777","351","Spliceosome","KIAA0031"
"15778","351","Spliceosome","SNRP116"
"15779","351","Spliceosome","LDC2"
"15780","351","Spliceosome","KIAA0017"
"15781","351","Spliceosome","SAP130"
"15782","351","Spliceosome","SAP49"
"15783","351","Spliceosome","SAP62"
"15784","351","Spliceosome","SAP114"
"15785","351","Spliceosome","ZFM1"
"15786","351","Spliceosome","ZNF162"
"15787","351","Spliceosome","SFRS7"
"15788","351","Spliceosome","CFIM68"
"15793","351","Spliceosome","NIF3L1BP1"
"15794","351","Spliceosome","PRPC8"
"15795","351","Spliceosome","KIAA0801"
"15796","351","Spliceosome","ALY"
"15797","351","Spliceosome","BEF"
"15798","351","Spliceosome","THOC4"
"15799","351","Spliceosome","WDR58"
"15800","351","Spliceosome","SRM160"
"15801","351","Spliceosome","CXorf3"
"15802","351","Spliceosome","C19orf29"
"15804","351","Spliceosome","PRP31"
"15805","351","Spliceosome","C20orf33"
"15806","351","Spliceosome","DDX38"
"15807","351","Spliceosome","KIAA0224"
"15808","351","Spliceosome","PRP16"
"15810","351","Spliceosome","KIAA0073"
"15811","351","Spliceosome","DGCR13"
"15812","351","Spliceosome","DGSH"
"15813","351","Spliceosome","DGSI"
"15814","351","Spliceosome","ES2"
"15815","351","Spliceosome","PRP8BP"
"15816","351","Spliceosome","SFP38"
"15817","351","Spliceosome","WDR57"
"15818","351","Spliceosome","HPR1"
"15819","351","Spliceosome","SPF45"
"15821","351","Spliceosome","OTT"
"15822","351","Spliceosome","OTT1"
"15823","351","Spliceosome","KIAA0929"
"15824","351","Spliceosome","MINT"
"15825","351","Spliceosome","SHARP"
"15826","351","Spliceosome","KIAA0432"
"15827","351","Spliceosome","PCDC5RP"
"15828","351","Spliceosome","HPRP18"
"15832","351","Spliceosome","ARS2"
"15833","351","Spliceosome","ASR2"
"15834","351","Spliceosome","CRN"
"15836","351","Spliceosome","KIAA1631"
"15837","351","Spliceosome","KIAA1604"
"15838","351","Spliceosome","NCM"
"15839","351","Spliceosome","HCNP"
"15840","351","Spliceosome","KIAA1177"
"15841","351","Spliceosome","SYF1"
"15842","351","Spliceosome","ZC3H16"
"15843","351","Spliceosome","CRK7"
"15844","351","Spliceosome","CRKRS"
"15845","351","Spliceosome","KIAA0904"
"15846","351","Spliceosome","C11orf5"
"15847","351","Spliceosome","STIP"
"15848","351","Spliceosome","FIR"
"15849","351","Spliceosome","ROBPI"
"15850","351","Spliceosome","SIAHBP1"
"15851","351","Spliceosome","ABS"
"15853","351","Spliceosome","ACINUS"
"15854","351","Spliceosome","KIAA0670"
"15855","351","Spliceosome","KIAA1160"
"15856","351","Spliceosome","NMP200"
"15857","351","Spliceosome","PRP19"
"15858","351","Spliceosome","SNEV"
"15859","351","Spliceosome","CYP33"
"15860","351","Spliceosome","KIAA0324"
"15861","351","Spliceosome","SRL300"
"15862","351","Spliceosome","SRM300"
"15863","351","Spliceosome","NPWBP"
"15864","351","Spliceosome","SIPP1"
"15865","351","Spliceosome","SNP70"
"15866","351","Spliceosome","C6orf28"
"15867","351","Spliceosome","G7B"
"15868","351","Spliceosome","SAP14"
"15869","351","Spliceosome","SF3B14"
"15870","351","Spliceosome","SF3B14A"
"15871","351","Spliceosome","CYPL1"
"15873","351","Spliceosome","C21orf66"
"15874","351","Spliceosome","GCFC"
"15875","351","Spliceosome","GCFC1"
"15876","351","Spliceosome","RBM8"
"15878","351","Spliceosome","Y14"
"15879","351","Spliceosome","BUG22"
"15880","351","Spliceosome","C16orf80"
"1650","352","DNA ligase IV-XRCC4 complex","LIG4"
"1651","352","DNA ligase IV-XRCC4 complex","XRCC4"
"7468","3522","COG complex","COG7"
"7469","3522","COG complex","COG2"
"7470","3522","COG complex","COG1"
"7471","3522","COG complex","COG3"
"7472","3522","COG complex","COG8"
"7473","3522","COG complex","COG4"
"7474","3522","COG complex","COG5"
"7475","3522","COG complex","COG6"
"28198","3522","COG complex","LDLC"
"28199","3522","COG complex","KIAA1381"
"28200","3522","COG complex","LDLB"
"28201","3522","COG complex","SEC34"
"28204","3522","COG complex","GOLTC1"
"28205","3522","COG complex","GTC90"
"28206","3522","COG complex","KIAA1134"
"7476","3525","Tetrameric COG subcomplex","COG7"
"7477","3525","Tetrameric COG subcomplex","COG8"
"7478","3525","Tetrameric COG subcomplex","COG5"
"7479","3525","Tetrameric COG subcomplex","COG6"
"28209","3525","Tetrameric COG subcomplex","GOLTC1"
"28210","3525","Tetrameric COG subcomplex","GTC90"
"28211","3525","Tetrameric COG subcomplex","KIAA1134"
"7480","3529","COG5-COG6-COG7 subcomplex","COG7"
"7481","3529","COG5-COG6-COG7 subcomplex","COG5"
"7482","3529","COG5-COG6-COG7 subcomplex","COG6"
"28213","3529","COG5-COG6-COG7 subcomplex","GOLTC1"
"28214","3529","COG5-COG6-COG7 subcomplex","GTC90"
"28215","3529","COG5-COG6-COG7 subcomplex","KIAA1134"
"1652","353","DNA ligase IV-condensin complex","SMC2"
"1653","353","DNA ligase IV-condensin complex","LIG4"
"1654","353","DNA ligase IV-condensin complex","SMC4"
"15883","353","DNA ligase IV-condensin complex","CAPE"
"15884","353","DNA ligase IV-condensin complex","SMC2L1"
"15886","353","DNA ligase IV-condensin complex","CAPC"
"15887","353","DNA ligase IV-condensin complex","SMC4L1"
"7483","3530","Binary COG subcomplex","COG7"
"7484","3530","Binary COG subcomplex","COG5"
"28217","3530","Binary COG subcomplex","GOLTC1"
"28218","3530","Binary COG subcomplex","GTC90"
"7485","3532","COG1-COG8 subcomplex","COG1"
"7486","3532","COG1-COG8 subcomplex","COG8"
"28219","3532","COG1-COG8 subcomplex","KIAA1381"
"28220","3532","COG1-COG8 subcomplex","LDLB"
"1655","354","DNA ligase IV-XRCC4 complex","LIG4"
"1656","354","DNA ligase IV-XRCC4 complex","XRCC4"
"7487","3544","COG2-COG3-COG4 subcomplex","COG2"
"7488","3544","COG2-COG3-COG4 subcomplex","COG3"
"7489","3544","COG2-COG3-COG4 subcomplex","COG4"
"28222","3544","COG2-COG3-COG4 subcomplex","LDLC"
"28223","3544","COG2-COG3-COG4 subcomplex","SEC34"
"7490","3545","COG5-COG6-COG7 subcomplex","COG7"
"7491","3545","COG5-COG6-COG7 subcomplex","COG5"
"7492","3545","COG5-COG6-COG7 subcomplex","COG6"
"28226","3545","COG5-COG6-COG7 subcomplex","GOLTC1"
"28227","3545","COG5-COG6-COG7 subcomplex","GTC90"
"28228","3545","COG5-COG6-COG7 subcomplex","KIAA1134"
"1657","355","DNA-PK-Ku complex","XRCC6"
"1658","355","DNA-PK-Ku complex","XRCC5"
"1659","355","DNA-PK-Ku complex","PRKDC"
"15890","355","DNA-PK-Ku complex","G22P1"
"15892","355","DNA-PK-Ku complex","KU70"
"15893","355","DNA-PK-Ku complex","G22P2"
"15895","355","DNA-PK-Ku complex","KU86"
"15896","355","DNA-PK-Ku complex","HYRC"
"15898","355","DNA-PK-Ku complex","HYRC1"
"7493","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","COG2"
"7494","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","COG1"
"7495","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","COG3"
"7496","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","COG8"
"7497","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","COG4"
"28229","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","LDLC"
"28230","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","KIAA1381"
"28231","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","LDLB"
"28232","3551","COG1-COG8-COG2-COG3-COG4 subcomplex","SEC34"
"7498","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","COG7"
"7499","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","COG1"
"7500","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","COG8"
"7501","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","COG5"
"7502","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","COG6"
"28236","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","KIAA1381"
"28237","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","LDLB"
"28239","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","GOLTC1"
"28240","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","GTC90"
"28241","3552","COG1-COG8-COG5-COG6-COG7 subcomplex","KIAA1134"
"7503","3556","COG complex","COG7"
"7504","3556","COG complex","COG2"
"7505","3556","COG complex","COG1"
"7506","3556","COG complex","COG3"
"7507","3556","COG complex","COG8"
"7508","3556","COG complex","COG4"
"7509","3556","COG complex","COG5"
"7510","3556","COG complex","COG6"
"28243","3556","COG complex","LDLC"
"28244","3556","COG complex","KIAA1381"
"28245","3556","COG complex","LDLB"
"28246","3556","COG complex","SEC34"
"28249","3556","COG complex","GOLTC1"
"28250","3556","COG complex","GTC90"
"28251","3556","COG complex","KIAA1134"
"1660","356","DNA-PK-Ku complex","XRCC6"
"1661","356","DNA-PK-Ku complex","XRCC5"
"1662","356","DNA-PK-Ku complex","PRKDC"
"15899","356","DNA-PK-Ku complex","G22P1"
"15901","356","DNA-PK-Ku complex","KU70"
"15902","356","DNA-PK-Ku complex","G22P2"
"15904","356","DNA-PK-Ku complex","KU86"
"15905","356","DNA-PK-Ku complex","HYRC"
"15907","356","DNA-PK-Ku complex","HYRC1"
"1663","357","DNA-PK-Ku complex","XRCC6"
"1664","357","DNA-PK-Ku complex","XRCC5"
"1665","357","DNA-PK-Ku complex","PRKDC"
"15908","357","DNA-PK-Ku complex","G22P1"
"15910","357","DNA-PK-Ku complex","KU70"
"15911","357","DNA-PK-Ku complex","G22P2"
"15913","357","DNA-PK-Ku complex","KU86"
"15914","357","DNA-PK-Ku complex","HYRC"
"15916","357","DNA-PK-Ku complex","HYRC1"
"1666","359","DNA ligase IV-XRCC4-XLF complex","LIG4"
"1667","359","DNA ligase IV-XRCC4-XLF complex","XRCC4"
"1668","359","DNA ligase IV-XRCC4-XLF complex","NHEJ1"
"15919","359","DNA ligase IV-XRCC4-XLF complex","XLF"
"73","36","AP1 adaptor complex","AP1G1"
"74","36","AP1 adaptor complex","AP1G2"
