Protein IDs,Compartment,Gene names,Normalized Map profiles,Fraction MAP1_01K,Fraction MAP1_03K,Fraction MAP1_06K,Fraction MAP1_12K,Fraction MAP1_24K,Fraction MAP1_80K,Fraction MAP2_01K,Fraction MAP2_03K,Fraction MAP2_06K,Fraction MAP2_12K,Fraction MAP2_24K,Fraction MAP2_80K,Fraction MAP3_01K,Fraction MAP3_03K,Fraction MAP3_06K,Fraction MAP3_12K,Fraction MAP3_24K,Fraction MAP3_80K,SVM predictions,Actin binding proteins,ER,Endosome,Ergic/ cisGolgi,Golgi,Large Protein Complex,Lysosome,Mitochondrion,Nuclear pore complex,Peroxisome,Plasma membrane,Protein IDs,Compartment Marker,Gene names,PredictionMax probability,Prediction Winner,Multiple Prediction Winners?,Classification,Confidence
P18077,Large Protein Complex,RPL35A,,0.045999929,0.048865176,0.079672514,0.210638035,0.324552793,0.290271554,0.044993972,0.047143569,0.079748018,0.218480829,0.28929008,0.320343533,0.043091573,0.053089153,0.086339384,0.197011646,0.310124924,0.310343321,,0.0019489,0.002770008,0.012305244,0.001062084,0.003370198,0.967463717,0.00233832,0.003011488,0.001187724,0.001010578,0.003531739,P18077,Large Protein Complex,RPL35A,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q96KP1,Large Protein Complex,EXOC2,,0.117260172,0.192746513,0.157289176,0.176861808,0.185710563,0.170131768,0.104503538,0.208444001,0.16062512,0.185012643,0.179259716,0.162154984,0.118622387,0.182142412,0.15706829,0.184863382,0.196321812,0.160981718,,0.001187232,0.000818926,0.020604483,0.005579631,0.000809555,0.967449424,0.000712798,0.000657561,0.000582135,0.00045174,0.001146513,Q96KP1,Large Protein Complex,EXOC2,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P56377,undefined,AP1S2,,0.075518456,0.133028999,0.157499654,0.149517423,0.185515239,0.298920229,0.152052189,0.097873604,0.125357548,0.205400993,0.208598683,0.210716984,0.048564299,0.104113965,0.110474686,0.204673035,0.266623416,0.265550599,,0.0010276,0.001933594,0.016384844,0.002435338,0.001689517,0.967425627,0.001633221,0.004175078,0.001001611,0.000733969,0.0015596,P56377, ,AP1S2,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q5VYS8,undefined,TUT7,,0.064850979,0.080148857,0.078221613,0.137568476,0.253524294,0.385685781,0.051475367,0.095735289,0.090720722,0.171921773,0.233435735,0.356711114,0.067869856,0.083532793,0.091896114,0.148423844,0.254156018,0.354121374,,0.001898621,0.002647748,0.012769426,0.001555974,0.003186168,0.967323365,0.002317413,0.002618358,0.001165676,0.001009768,0.003507484,Q5VYS8, ,TUT7,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9Y285,undefined,FARSA,,0.022717459,0.03749337,0.058217425,0.164318546,0.316473383,0.400779817,0.026222598,0.034289619,0.056629247,0.187723122,0.296181068,0.398954346,0.036577707,0.037294355,0.06174638,0.163942971,0.344095213,0.356343376,,0.002184836,0.003157652,0.007170546,0.00241408,0.003805678,0.96729288,0.002751243,0.004153342,0.001406747,0.001165379,0.004497617,Q9Y285, ,FARSA,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P62263,Large Protein Complex,RPS14,,0.036412976,0.045201231,0.077379799,0.21063116,0.310610528,0.319764306,0.038939436,0.04578807,0.079602574,0.216612406,0.303289493,0.315768022,0.033775521,0.04876275,0.0880098,0.190240981,0.295936211,0.343274737,,0.001938444,0.002715568,0.012433063,0.001224488,0.003271165,0.967279767,0.002356252,0.002886027,0.001189527,0.001016235,0.003689465,P62263,Large Protein Complex,RPS14,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q14444,undefined,CAPRIN1,,0.01541904,0.03496133,0.06311676,0.19282007,0.338466722,0.355216078,0.014188514,0.031990912,0.059444106,0.223977108,0.331350376,0.339048984,0.019414823,0.037657391,0.06574123,0.197687993,0.34601096,0.333487604,,0.002265499,0.003356616,0.006280678,0.001874534,0.00404348,0.967208897,0.002858329,0.004683696,0.001433333,0.001185316,0.004809623,Q14444, ,CAPRIN1,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P48643,Large Protein Complex,CCT5,,0.144053134,0.275161929,0.166451426,0.139804838,0.122347931,0.152180742,0.155206171,0.311587109,0.14801073,0.139978267,0.114025727,0.131191996,0.157209008,0.316552052,0.149642881,0.128986639,0.113869701,0.133739719,,0.011211612,0.001241227,0.001699399,0.000740829,0.006657634,0.967134438,0.001087421,0.00372611,0.000790121,0.000640441,0.005070768,P48643,Large Protein Complex,CCT5,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9P2D0,undefined,IBTK,,0.055287137,0.05441573,0.069397751,0.193244401,0.304306663,0.323348318,0.084114659,0.101250296,0.068247743,0.165433919,0.297533626,0.283419757,0.182623679,0.067762377,0.104079961,0.165674846,0.237683848,0.242175289,,0.002116761,0.003835667,0.004175678,0.001180122,0.004344629,0.967114123,0.00295254,0.007204302,0.001455968,0.001187689,0.00443252,Q9P2D0, ,IBTK,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P84098,Large Protein Complex,RPL19,,0.042236329,0.046260028,0.079867,0.170852947,0.306054558,0.354729138,0.056932509,0.048565967,0.084223827,0.195784711,0.275028635,0.339464351,0.059913763,0.061088162,0.096227484,0.192769579,0.264293733,0.325707279,,0.001845479,0.002508962,0.013953487,0.001318544,0.003031976,0.967113013,0.002223011,0.002455348,0.001128288,0.000975459,0.003446432,P84098,Large Protein Complex,RPL19,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9Y520-4,undefined,PRRC2C,,0.019654911,0.038410978,0.076463836,0.173750017,0.330932573,0.360787686,0.020288833,0.039768546,0.069917546,0.188133778,0.32012269,0.361768607,0.021171671,0.040695811,0.078209923,0.192174919,0.314917461,0.352830215,,0.002100018,0.002977181,0.009474581,0.001925933,0.00358865,0.967084338,0.002611476,0.003551887,0.001321025,0.001110207,0.004254704,Q9Y520-4, ,PRRC2C,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q96T17,undefined,MAP7D2,,0.200376019,0.115843505,0.127877817,0.175029162,0.235914353,0.144959145,0.139390248,0.118505121,0.145999072,0.151387646,0.220825875,0.223892038,0.141326697,0.190404082,0.140687831,0.139337319,0.217274835,0.170969235,,0.001158213,0.002046333,0.01754335,0.001196206,0.001388947,0.966982732,0.001595241,0.005048472,0.000843749,0.00069294,0.001503816,Q96T17, ,MAP7D2,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P46781,Large Protein Complex,RPS9,,0.029261211,0.045408165,0.087187595,0.204497817,0.303440133,0.33020508,0.030375007,0.051125932,0.085785744,0.221131766,0.293566638,0.318014913,0.029031114,0.049395571,0.084627804,0.206241227,0.319851297,0.310852988,,0.001987001,0.002794203,0.012199441,0.001222839,0.003379334,0.966901122,0.00240152,0.003089659,0.001215387,0.001031587,0.003777908,P46781,Large Protein Complex,RPS9,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9H694,undefined,BICC1,,0.174533091,0.055587605,0.091648001,0.15733922,0.231851363,0.289040721,0.119463382,0.104313914,0.060170961,0.171982963,0.281100005,0.262968775,0.035599681,0.068974788,0.079865658,0.204951302,0.298908094,0.311700476,,0.002037849,0.003895498,0.004995107,0.001070251,0.004395572,0.966862722,0.002955123,0.007052888,0.001442785,0.001185816,0.004106388,Q9H694, ,BICC1,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9H1B7,undefined,IRF2BPL,,0.188171052,0.050161803,0.075461298,0.136394224,0.278934803,0.27087682,0.184127419,0.056218381,0.066571427,0.158613703,0.249869546,0.284599525,0.181658907,0.062319037,0.075215952,0.148483869,0.265030639,0.267291597,,0.001829941,0.003520766,0.007718183,0.001075619,0.004119382,0.966798563,0.002818785,0.005846514,0.00131919,0.001125082,0.003827976,Q9H1B7, ,IRF2BPL,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P45985,undefined,MAP2K4,,0.18039226,0.128678541,0.165021004,0.127912912,0.176564113,0.22143117,0.185859251,0.149295157,0.132718995,0.180527673,0.173122703,0.178476222,0.152750085,0.1681088,0.140006019,0.171250141,0.170638802,0.197246153,,0.001375034,0.001566358,0.021893395,0.001055974,0.00092621,0.966764947,0.001102556,0.002114503,0.000703904,0.000602353,0.001894765,P45985, ,MAP2K4,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q6V0I7,undefined,FAT4,,0.084330366,0.177541146,0.231309279,0.171140444,0.173277741,0.162401024,0.112438466,0.193266855,0.199767387,0.163459978,0.16052978,0.170537534,0.122609934,0.191944098,0.151700196,0.184555813,0.166539078,0.182650881,,0.001490772,0.001127409,0.015440489,0.00898629,0.001241464,0.966763705,0.00077891,0.00174634,0.000612676,0.000361397,0.001450546,Q6V0I7, ,FAT4,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q6ICG6,undefined,KIAA0930,,0.116621044,0.163652178,0.151479956,0.159871064,0.172232597,0.236143161,0.138582161,0.177863196,0.135004805,0.180955709,0.171202062,0.196392068,0.104894926,0.159329656,0.134002243,0.211208597,0.167796029,0.22276855,,0.000480351,0.00067165,0.027254871,0.001338727,0.000473695,0.966751571,0.000737678,0.000754975,0.000587909,0.000418137,0.000530436,Q6ICG6, ,KIAA0930,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9Y2L9,undefined,LRCH1,,0.102774425,0.168506847,0.169661616,0.179369124,0.184003099,0.19568489,0.14713859,0.144256217,0.132196106,0.148769751,0.199604329,0.228035008,0.163526783,0.15253786,0.122152925,0.149052387,0.190224539,0.222505507,,0.000579223,0.000831777,0.025881875,0.001245445,0.000583118,0.966696334,0.001020325,0.001675149,0.000613607,0.000428148,0.000444998,Q9Y2L9, ,LRCH1,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q5T447,undefined,HECTD3,,0.131566301,0.236231379,0.149261748,0.138652018,0.11453043,0.229758125,0.143409914,0.18118727,0.177298232,0.171746204,0.158547045,0.167811336,0.14393186,0.182173346,0.16617159,0.166145759,0.146501957,0.195075489,,0.00614759,0.00111853,0.012600831,0.003332581,0.001938938,0.966670181,0.000809564,0.002763761,0.000760706,0.000546723,0.003310595,Q5T447, ,HECTD3,0.967,Large Protein Complex,no,Large Protein Complex,Very High
P50238,undefined,CRIP1,,0.092292414,0.169037923,0.132010025,0.17045925,0.244888221,0.191312168,0.106718118,0.049735391,0.139187799,0.204667402,0.218754135,0.280937156,0.068874595,0.193190812,0.060242861,0.092264234,0.314223122,0.271204376,,0.001759497,0.003569397,0.004868356,0.003028793,0.003472409,0.966500697,0.002745903,0.009542375,0.001406476,0.001068041,0.002038056,P50238, ,CRIP1,0.967,Large Protein Complex,no,Large Protein Complex,Very High
Q9BY42,undefined,RTF2,,0.193585422,0.070366234,0.088704038,0.152729797,0.247335957,0.247278553,0.168306526,0.085654337,0.074522286,0.168585923,0.238813166,0.264117763,0.202022286,0.097677024,0.093956724,0.15991392,0.224809858,0.221620188,,0.001226915,0.002883664,0.014288645,0.000857133,0.002889474,0.966445313,0.002332596,0.004620345,0.001034257,0.000949438,0.00247222,Q9BY42, ,RTF2,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q99436,undefined,PSMB7,,0.103074307,0.133518076,0.117961683,0.156046324,0.193211948,0.296187663,0.099108963,0.120125463,0.090845875,0.153810304,0.207771889,0.328337507,0.106163525,0.184066204,0.101878605,0.154587845,0.157858776,0.295445047,,0.001044214,0.002143956,0.018257126,0.001154559,0.002032709,0.96642909,0.00193922,0.003799958,0.001001421,0.000790876,0.00140687,Q99436, ,PSMB7,0.966,Large Protein Complex,no,Large Protein Complex,Very High
O75569,undefined,PRKRA,,0.022425058,0.031944579,0.067780853,0.178585209,0.335817542,0.363446758,0.016604566,0.038311673,0.064835576,0.213145608,0.313299048,0.35380353,0.02157205,0.038521409,0.064898512,0.198287985,0.321189332,0.355530713,,0.002172159,0.003137696,0.008856678,0.00193892,0.003773832,0.966410623,0.002726134,0.003982653,0.00137072,0.001146061,0.004484524,O75569, ,PRKRA,0.966,Large Protein Complex,no,Large Protein Complex,Very High
P39019,Large Protein Complex,RPS19,,0.020420798,0.043229024,0.071949136,0.179297801,0.304305447,0.380797795,0.021785945,0.040531991,0.066060634,0.185549043,0.296536251,0.389536136,0.02765363,0.048259196,0.074518525,0.168081684,0.317716806,0.36377016,,0.002053373,0.002871775,0.010881925,0.002117128,0.003460909,0.966327669,0.002558657,0.003230163,0.00129965,0.001097937,0.004100814,P39019,Large Protein Complex,RPS19,0.966,Large Protein Complex,no,Large Protein Complex,Very High
P20290,undefined,BTF3,,0.018810909,0.034897423,0.058387361,0.19445021,0.353141716,0.340312382,0.019830719,0.032386601,0.052926452,0.208349545,0.320812198,0.365694486,0.023964109,0.041063375,0.071227319,0.178310915,0.366246928,0.319187355,,0.002296887,0.00339841,0.00668425,0.001984403,0.004125673,0.966296563,0.002901073,0.004790167,0.001450338,0.001200202,0.004872036,P20290, ,BTF3,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q9NZC9,undefined,SMARCAL1,,0.127001357,0.090650056,0.112020476,0.171160725,0.23412483,0.265042556,0.138981358,0.078661784,0.103001554,0.186456946,0.238848202,0.254050155,0.154613984,0.078733744,0.104934594,0.189194951,0.233877977,0.23864475,,0.000911437,0.001910117,0.021251945,0.000782434,0.001719209,0.966236793,0.001619616,0.002532846,0.000834045,0.000734033,0.001467524,Q9NZC9, ,SMARCAL1,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q86UK7,undefined,ZNF598,,0.026194963,0.03974506,0.079773518,0.211567226,0.327767399,0.314951834,0.026891272,0.045220591,0.086201333,0.233004411,0.323171407,0.285510987,0.026229127,0.042199742,0.088111168,0.22358926,0.329091856,0.290778848,,0.002318326,0.00353109,0.00708957,0.001212465,0.004267775,0.966235924,0.002848141,0.005182766,0.001431296,0.001177821,0.004704829,Q86UK7, ,ZNF598,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q9NZN5,undefined,ARHGEF12,,0.15232446,0.144722132,0.134708141,0.152468201,0.187614594,0.228162473,0.167246651,0.140061746,0.135912628,0.153597687,0.184203012,0.218978276,0.154720096,0.135971785,0.148137476,0.156977338,0.191757467,0.21243584,,0.000691725,0.001007317,0.026134169,0.000834327,0.00065723,0.966183214,0.001022594,0.001649848,0.000606234,0.000501635,0.000711707,Q9NZN5, ,ARHGEF12,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q9UHD8,Large Protein Complex,9-Sep,,0.071047904,0.105054164,0.140821942,0.231201764,0.273582699,0.178291526,0.067963176,0.105945366,0.138453791,0.251482576,0.263766779,0.172388313,0.076895567,0.101672286,0.14189869,0.243575744,0.275514632,0.160443082,,0.001246925,0.002490355,0.014491962,0.001962011,0.001878227,0.966143814,0.001762111,0.005091712,0.001025122,0.000834261,0.003073498,Q9UHD8,Large Protein Complex,45178,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q96F86,undefined,EDC3,,0.046034256,0.054222742,0.057869679,0.15119981,0.294587399,0.396086114,0.039799616,0.046048329,0.058281054,0.152660639,0.294788971,0.408421392,0.042050096,0.054645501,0.061231415,0.149542338,0.289412255,0.403118395,,0.002151794,0.003099873,0.009038142,0.002400906,0.003727091,0.966111459,0.002716921,0.003865489,0.001383492,0.001155291,0.004349544,Q96F86, ,EDC3,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q9Y2Y0,undefined,ARL2BP,,0.179397993,0.171011063,0.132770774,0.182299974,0.167718035,0.166802161,0.166639068,0.147182205,0.147237401,0.192581553,0.204366065,0.141993708,0.162079414,0.215378043,0.153701316,0.123005356,0.174777098,0.171058773,,0.003508137,0.002010386,0.015896374,0.001624661,0.001425409,0.966027349,0.001282563,0.002399997,0.000814157,0.000708104,0.004302863,Q9Y2Y0, ,ARL2BP,0.966,Large Protein Complex,no,Large Protein Complex,Very High
P30086,undefined,PEBP1,,0.169935779,0.19769635,0.14761966,0.175281277,0.165187963,0.144278971,0.157518632,0.182967474,0.139123414,0.177288364,0.208578892,0.134523225,0.154814739,0.237588192,0.131040133,0.165608302,0.175084465,0.135864169,,0.006307658,0.001615544,0.009520383,0.001815664,0.001815649,0.965929461,0.001245609,0.001853418,0.00081927,0.000725675,0.008351668,P30086, ,PEBP1,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q5JSZ5,undefined,PRRC2B,,0.029926215,0.045080032,0.075961836,0.150055127,0.316219659,0.38275713,0.033489246,0.048982589,0.072344891,0.168695945,0.287313845,0.389173484,0.034295267,0.045156376,0.082046826,0.162275493,0.294914992,0.381311046,,0.002050124,0.002858342,0.011358281,0.002158492,0.003443687,0.965909392,0.002556903,0.003198783,0.001296026,0.001097852,0.004072117,Q5JSZ5, ,PRRC2B,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q96CW6,undefined,SLC7A6OS,,0.130652919,0.13259841,0.062167032,0.151267673,0.202281385,0.321032582,0.130526914,0.069122441,0.046537149,0.167156937,0.227009098,0.35964746,0.144351062,0.0846588,0.077255531,0.182252466,0.247869882,0.263612259,,0.001857357,0.003278345,0.011141818,0.001221288,0.003622459,0.965888333,0.002676573,0.004567637,0.001274516,0.001090571,0.003381103,Q96CW6, ,SLC7A6OS,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q5EBL4,undefined,RILPL1,,0.144766372,0.152238425,0.177175404,0.17704245,0.169570397,0.179206952,0.1257414,0.177609297,0.17335001,0.184670862,0.198987398,0.139641034,0.151206765,0.223988845,0.124222574,0.188101878,0.154321483,0.158158454,,0.002167768,0.001401432,0.017657998,0.002121677,0.001186078,0.9658259,0.000959993,0.00137974,0.000674317,0.000635001,0.005990096,Q5EBL4, ,RILPL1,0.966,Large Protein Complex,no,Large Protein Complex,Very High
O60716,undefined,CTNND1,,0.094851659,0.126052125,0.138477221,0.182838424,0.218004101,0.23977647,0.098004421,0.135875698,0.129823232,0.195356328,0.222364042,0.218576278,0.095545485,0.132712355,0.135599227,0.185906844,0.229161599,0.22107449,,0.000449554,0.000771787,0.027908628,0.001241894,0.000520843,0.965767893,0.000803223,0.001077225,0.000593984,0.000437865,0.000427104,O60716, ,CTNND1,0.966,Large Protein Complex,no,Large Protein Complex,Very High
P26373,Large Protein Complex,RPL13,,0.0411463,0.05003044,0.079609375,0.182137224,0.309046803,0.338029858,0.044199593,0.047537603,0.080261947,0.181836665,0.302711072,0.34345312,0.045042683,0.057373345,0.089763431,0.193991656,0.267310691,0.346518195,,0.00189593,0.002611828,0.014572336,0.00137814,0.003147242,0.965675112,0.002326298,0.002629791,0.001166828,0.001007279,0.003589216,P26373,Large Protein Complex,RPL13,0.966,Large Protein Complex,no,Large Protein Complex,Very High
P51114,undefined,FXR1,,0.02176951,0.037639112,0.076288388,0.217600847,0.320210909,0.326491235,0.023577197,0.046529026,0.078716384,0.238164921,0.315281856,0.297730615,0.02574145,0.045656418,0.084977343,0.220209698,0.329771479,0.293643613,,0.002302419,0.003475063,0.007997741,0.001277314,0.004190593,0.965658716,0.002847743,0.004931383,0.001422419,0.001175961,0.004720648,P51114, ,FXR1,0.966,Large Protein Complex,no,Large Protein Complex,Very High
Q9NR45,undefined,NANS,,0.153998579,0.210326044,0.136804295,0.208573459,0.16982711,0.120470514,0.14845312,0.193988893,0.131532179,0.178030056,0.217673963,0.13032179,0.142404687,0.272458108,0.119023012,0.169218679,0.159010629,0.137884886,,0.004346308,0.001823212,0.007698687,0.001949152,0.002333218,0.965581247,0.001595082,0.001876686,0.000910782,0.000786741,0.011098885,Q9NR45, ,NANS,0.966,Large Protein Complex,no,Large Protein Complex,Very High
O95433,undefined,AHSA1,,0.144611406,0.196840878,0.1479666,0.194356175,0.188862784,0.127362158,0.134470899,0.182834664,0.151084181,0.180886239,0.205426071,0.145297947,0.15986078,0.215117467,0.133817577,0.169848296,0.162841902,0.158513979,,0.00330935,0.001520893,0.018767818,0.001685201,0.001297557,0.965423838,0.001221032,0.001196593,0.000717142,0.000630118,0.004230458,O95433, ,AHSA1,0.965,Large Protein Complex,no,Large Protein Complex,Very High
Q8NC51,undefined,SERBP1,,0.025334846,0.03788442,0.078174321,0.196235355,0.322723907,0.339647151,0.024168119,0.041661295,0.0735748,0.209130196,0.307141322,0.344324268,0.026918987,0.044693212,0.07633566,0.199718095,0.309556514,0.342777532,,0.002051016,0.002895483,0.012420711,0.001556134,0.003490727,0.965349619,0.002547351,0.003257847,0.001271242,0.001080817,0.004079051,Q8NC51, ,SERBP1,0.965,Large Protein Complex,no,Large Protein Complex,Very High
